,text,class
9196,steeped raisins,"[{'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}, {'id': 'AG.01.h.01.b', 'name': 'Berry'}]"
8515,steeped tea,"[{'id': 'AG.01.ac', 'name': 'Tea'}, {'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.r', 'name': 'Meal'}]"
2019,stem,"[{'id': 'AF.10.a', 'name': 'Stem/stalk'}]"
4429,stems,"[{'id': 'AF.10.a', 'name': 'Stem/stalk'}]"
8902,stevia,"[{'id': 'AG.01', 'name': 'Food'}]"
8739,stevia powder,"[{'id': 'AG.01', 'name': 'Food'}]"
10414,stewed tomatoes,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
6935,stiff dough,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
10702,stock,"[{'id': 'AG.01', 'name': 'Food'}]"
8094,strained berry mixture,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
9195,strained glogg,"[{'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
1052,strained liquid,"[{'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
3180,strawberries,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}]"
7846,strawberry,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}]"
8088,strawberry chunks,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}]"
4920,strawberry jam,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
8340,strawberry juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
3249,strawberry mixture,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}]"
8830,strawberry slice,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.t.08', 'name': 'Equipment for food preparation'}]"
6856,streusel,"[{'id': 'AG.01', 'name': 'Food'}]"
969,stuffed shells,"[{'id': 'AG.01.o', 'name': 'Animal food'}]"
6237,sucrolose sweetener,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
241,sugar,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
3134,sugar crust,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}]"
6246,sugar free chocolate pudding mix,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.03', 'name': 'Puddings'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
4560,sugar mixture,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
5848,sugar topping,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
247,sugar-ranch dressing mixture,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
8337,sugared strawberries,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
2725,sugars,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
17,sun-dried tomatoes,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
592,sun-dried tomatoes,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
1528,sunflower seeds,"[{'id': 'AF.10.i', 'name': 'Seed'}]"
315,sushi,"[{'id': 'AG.01', 'name': 'Food'}]"
2174,sweet chile sauce,"[{'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.h', 'name': 'Fruit and vegetables'}]"
2046,sweet onion,"[{'id': 'AG.01.h.02.e', 'name': 'Onion/leek/garlic'}]"
7702,sweet potato,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
1134,sweet potato cakes,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}, {'id': 'AG.01.n.13', 'name': 'Cake'}, {'id': 'AG.01.o', 'name': 'Animal food'}]"
1131,sweet potato mixture,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
4279,sweet potato slices,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}, {'id': 'AG.01.t.08', 'name': 'Equipment for food preparation'}]"
1117,sweet potatoes,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
5644,sweet rice flour,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}, {'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
8066,sweet vermouth,"[{'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
5331,sweetened condensed milk,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}]"
8437,sweetened lime juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
4800,sweetener,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
1087,swiss cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
257,syrup,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
627,syrup mixture,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
583,tabbouleh,"[{'id': 'AG.01.h.02', 'name': 'Vegetables'}, {'id': 'AG.01.n.09', 'name': 'Prepared vegetables and dishes'}]"
699,taco mix,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}]"
381,taco sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
1108,taco seasoning,"[{'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}, {'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
994,taco seasoning mix,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}, {'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
12130,taco shell,"[{'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}, {'id': 'AG.01.o', 'name': 'Animal food'}]"
36,tahini,"[{'id': 'AG.01', 'name': 'Food'}]"
9030,tall cool drink,"[{'id': 'AG.01.ak.02.a', 'name': 'Excess in drinking'}, {'id': 'AG.01.y', 'name': 'Drink'}, {'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
9626,tandoori masala,"[{'id': 'AG.01.l.03', 'name': 'Spice'}, {'id': 'AG.01.n.01', 'name': 'Food by way of preparation'}]"
8175,tangelos,"[{'id': 'AG.01.h.01.a', 'name': 'Citrus fruit'}]"
6303,tapioca,"[{'id': 'AG.01.k', 'name': 'Flour'}, {'id': 'AG.01.n.03', 'name': 'Puddings'}]"
3808,tapioca flour,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}, {'id': 'AG.01.n.03', 'name': 'Puddings'}]"
1696,tarragon,"[{'id': 'AG.01.h.02.i', 'name': 'Herb'}]"
2377,tart,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}]"
5669,tart crusts,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}]"
2357,tart shells,"[{'id': 'AG.01.o', 'name': 'Animal food'}]"
5068,tartar,"[{'id': 'AG.01.ae.03', 'name': 'Brewing'}]"
6536,tarter,"[{'id': 'AG.01.ae.01', 'name': 'Wine-making'}, {'id': 'AG.01.ae.03', 'name': 'Brewing'}]"
7495,tea,"[{'id': 'AG.01.ac', 'name': 'Tea'}, {'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.r', 'name': 'Meal'}]"
8513,tea bag mixture,"[{'id': 'AG.01.ac', 'name': 'Tea'}, {'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.r', 'name': 'Meal'}]"
1193,tea bags,"[{'id': 'AG.01.ac', 'name': 'Tea'}]"
8244,tea leaves,"[{'id': 'AG.01.ac', 'name': 'Tea'}, {'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.r', 'name': 'Meal'}]"
8525,tea mixture,"[{'id': 'AG.01.ac', 'name': 'Tea'}, {'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.r', 'name': 'Meal'}]"
5642,teff flour,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
11138,tenderloin,"[{'id': 'AG.01', 'name': 'Food'}]"
10651,tenderloins,"[{'id': 'AG.01', 'name': 'Food'}]"
8036,tequila,"[{'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
10987,tequila/lime paste,"[{'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}, {'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}]"
10657,teriyaki sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.n.06', 'name': 'Meat dishes'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
481,thai basil,"[{'id': 'AF.12', 'name': 'Particular plants/herbs/shrubs'}, {'id': 'AF.20.e', 'name': 'Particular vegetables'}]"
8225,thawed raspberries,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}]"
3094,thawed strawberries,"[{'id': 'AG.01.h.01.b', 'name': 'Berry'}]"
5565,thick batter,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
7360,thick dough,"[{'id': 'AG.01.n.11', 'name': 'Bread'}]"
11962,thick rosemary stem,"[{'id': 'AF.10.a', 'name': 'Stem/stalk'}, {'id': 'AF.28', 'name': 'Fragrant plants/plants used in perfumery'}]"
9519,thick sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
1033,thick stems,"[{'id': 'AF.10.a', 'name': 'Stem/stalk'}]"
9554,thigh,"[{'id': 'AE.07.b', 'name': 'Body and limbs'}]"
9595,thighs,"[{'id': 'AE.07.b', 'name': 'Body and limbs'}, {'id': 'AF.10.l', 'name': 'Wood, other part of tree/woody plant'}]"
3233,thin batter,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
12651,thin patties,"[{'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}]"
4135,thinner smoothie,"[{'id': 'AG.01', 'name': 'Food'}]"
1089,thousand island salad dressing,"[{'id': 'AG.01.h.02', 'name': 'Vegetables'}, {'id': 'AG.01.n.09', 'name': 'Prepared vegetables and dishes'}]"
548,thyme,"[{'id': 'AG.01.h.02.i', 'name': 'Herb'}]"
11740,tilapia,"[{'id': 'AG.01', 'name': 'Food'}]"
2169,toast,"[{'id': 'AG.01.ak', 'name': 'Drinking'}, {'id': 'AG.01.n.11', 'name': 'Bread'}]"
5879,toasted almonds,"[{'id': 'AG.01.t.07', 'name': 'Cooking'}, {'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
1301,toasted bread,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
10034,toasted buns,"[{'id': 'AG.01.t.07', 'name': 'Cooking'}, {'id': 'AG.01.n.13', 'name': 'Cake'}]"
5880,toasted pecans,"[{'id': 'AG.01.t.07', 'name': 'Cooking'}, {'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
9925,toasted sesame seeds,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
3582,tofu,"[{'id': 'AG.01', 'name': 'Food'}]"
3587,tofu mixture,"[{'id': 'AG.01.n.09', 'name': 'Prepared vegetables and dishes'}]"
6867,together,"[{'id': 'AG.01', 'name': 'Food'}]"
1892,tomatillo mixture,"[{'id': 'AG.01', 'name': 'Food'}]"
1881,tomatillos,"[{'id': 'AG.01', 'name': 'Food'}]"
995,tomato,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
1149,tomato halves,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
8248,tomato juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
10802,tomato marinade,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}]"
2172,tomato mixture,"[{'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
839,tomato paste,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}, {'id': 'AG.01.l', 'name': 'Additive'}, {'id': 'AG.01.n.17', 'name': 'Confections/sweetmeats'}]"
9761,tomato pesto,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
1137,tomato sauce,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
11712,tomato sauce mixture,"[{'id': 'AG.01.h', 'name': 'Fruit and vegetables'}, {'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}, {'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}]"
1538,tomato slice,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}, {'id': 'AG.01.t.08', 'name': 'Equipment for food preparation'}]"
1544,tomato slices,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}, {'id': 'AG.01.t.08', 'name': 'Equipment for food preparation'}]"
350,tomatoes,"[{'id': 'AG.01.h.02.f', 'name': 'Fruits as vegetables'}]"
8146,tonic water,"[{'id': 'AG.01.z', 'name': 'Water'}, {'id': 'AG.01.aa', 'name': 'Aerated/carbonated drink'}]"
7521,topping,"[{'id': 'AG.01', 'name': 'Food'}]"
5553,topping,"[{'id': 'AG.01', 'name': 'Food'}]"
6688,topping mixture,"[{'id': 'AG.01', 'name': 'Food'}]"
316,toppings,"[{'id': 'AG.01', 'name': 'Food'}]"
57,tortilla,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}]"
14,tortilla chips,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}]"
3141,tortilla strips,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}]"
53,tortillas,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}]"
1826,totchos,"[{'id': 'AG.01', 'name': 'Food'}]"
8236,triple sec,"[{'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
5955,tube,"[{'id': 'AG.01', 'name': 'Food'}]"
848,tuna,"[{'id': 'AE.10.g', 'name': 'Order Perciformes (perches)'}]"
2230,tuna mixture,"[{'id': 'AG.01.af', 'name': 'Tea manufacture'}]"
423,turkey,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
2396,turkey bacon,"[{'id': 'AG.01.d.05', 'name': 'Pork'}, {'id': 'AG.01.d.06', 'name': 'Fowls'}]"
9855,turkey meat,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.d.06', 'name': 'Fowls'}]"
9647,turkey mixture,"[{'id': 'AG.01.d.06', 'name': 'Fowls'}]"
3495,turmeric,"[{'id': 'AG.01.h.02', 'name': 'Vegetables'}, {'id': 'AG.01.l.03', 'name': 'Spice'}]"
5042,unbaked pie crust,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
9649,unbaked pie shell,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}, {'id': 'AG.01.o', 'name': 'Animal food'}, {'id': 'AG.01.t.07', 'name': 'Cooking'}]"
5450,unbeaten egg whites,"[{'id': 'AG.01.g', 'name': 'Eggs'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
7183,unflavored gelatin,"[{'id': 'AG.01', 'name': 'Food'}]"
5986,unmelted chocolate,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
11403,unopened shells,"[{'id': 'AG.01.o', 'name': 'Animal food'}]"
3274,unpeeled potatoes,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}]"
562,unpopped kernels,"[{'id': 'AF.10.h', 'name': 'Reproductive product - fruit, nut'}]"
355,unpopped popcorn,"[{'id': 'AG.01', 'name': 'Food'}]"
7105,unsweetened chocolate,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
5921,unsweetened chocolate bar,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
7500,unsweetened cocoa powder,"[{'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
2212,vanilla,"[{'id': 'AF.12', 'name': 'Particular plants/herbs/shrubs'}]"
6692,vanilla cake mix,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.13', 'name': 'Cake'}]"
112,vanilla extract,"[{'id': 'AF.12', 'name': 'Particular plants/herbs/shrubs'}]"
8401,vanilla frozen yogurt,"[{'id': 'AG.01.t.06', 'name': 'Preserving/pickling'}]"
9302,vanilla powder,"[{'id': 'AF.12', 'name': 'Particular plants/herbs/shrubs'}]"
4154,vanilla protein powder,"[{'id': 'AF.12', 'name': 'Particular plants/herbs/shrubs'}]"
5050,vanilla pudding,"[{'id': 'AG.01.n.03', 'name': 'Puddings'}]"
5742,vanilla pudding mix,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.03', 'name': 'Puddings'}]"
5600,vanilla sugar,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
8645,vanilla syrup,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
9339,vanilla yogurt,"[{'id': 'AF.12', 'name': 'Particular plants/herbs/shrubs'}]"
12152,veal,"[{'id': 'AG.01.d.03', 'name': 'Beef'}]"
12299,vegan cream cheese,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}, {'id': 'AG.01.x.01', 'name': 'Eating'}]"
12296,vegan mayonnaise,"[{'id': 'AG.01.l.04', 'name': 'Sauce/dressing'}, {'id': 'AG.01.n.01', 'name': 'Food by way of preparation'}, {'id': 'AG.01.x.01', 'name': 'Eating'}]"
2411,vegetable filling,"[{'id': 'AF.02.a', 'name': 'Food plant/vegetable'}]"
2404,vegetable mixture,"[{'id': 'AF.02.a', 'name': 'Food plant/vegetable'}]"
50,vegetable oil,"[{'id': 'AG.01.f', 'name': 'Fat/oil'}]"
2059,vegetable oil spray,"[{'id': 'AG.01.t.07', 'name': 'Cooking'}, {'id': 'AG.01.f', 'name': 'Fat/oil'}]"
693,vegetable soup mix,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
1684,vegetable stock,"[{'id': 'AF.02.a', 'name': 'Food plant/vegetable'}]"
842,vegetables,"[{'id': 'AF.02.a', 'name': 'Food plant/vegetable'}]"
12313,vegetarian ground beef substitute,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.c', 'name': 'Diet'}, {'id': 'AG.01.d.03', 'name': 'Beef'}, {'id': 'AG.01.x.01', 'name': 'Eating'}]"
12316,vegetarian meat substitute mixture,"[{'id': 'AG.01', 'name': 'Food'}, {'id': 'AG.01.af', 'name': 'Tea manufacture'}, {'id': 'AG.01.c', 'name': 'Diet'}, {'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.x.01', 'name': 'Eating'}]"
4123,veggie mixture,"[{'id': 'AF.02.a', 'name': 'Food plant/vegetable'}]"
471,vermicelli,"[{'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}]"
589,vermouth,"[{'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
98,vinegar,"[{'id': 'AG.01.ae.01', 'name': 'Wine-making'}, {'id': 'AG.01.l', 'name': 'Additive'}]"
9127,vodka,"[{'id': 'AG.01.y.01', 'name': 'Intoxicating liquor'}]"
4867,vodka,"[{'id': 'AG.01', 'name': 'Food'}]"
667,wafers,"[{'id': 'AG.01.n.13', 'name': 'Cake'}]"
2848,waffle,"[{'id': 'AG.01.n.13', 'name': 'Cake'}]"
2904,waffle batter,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.13', 'name': 'Cake'}]"
2826,waffles,"[{'id': 'AG.01.n.13', 'name': 'Cake'}]"
6556,walnut,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
3346,walnut-oatmeal mixture,"[{'id': 'AG.01.j', 'name': 'Meal'}, {'id': 'AG.01.n.02', 'name': 'Soup/pottage'}, {'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
5,walnuts,"[{'id': 'AG.01.h.01.f', 'name': 'Nut'}]"
7922,warm cake,"[{'id': 'AG.01.n.13', 'name': 'Cake'}]"
7490,warm cookies,"[{'id': 'AG.01', 'name': 'Food'}]"
10425,warm cream,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
8108,warm honey,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
4817,warm mashed potato,"[{'id': 'AG.01.h.02.a', 'name': 'Root vegetable'}, {'id': 'AG.01.t.05', 'name': 'Preparation for table/cooking'}]"
6147,warm pastries,"[{'id': 'AG.01.n.15', 'name': 'Pastry'}]"
4686,warm pie crust,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.15', 'name': 'Pastry'}]"
10142,warm pork chops,"[{'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.d.05', 'name': 'Pork'}, {'id': 'AG.01.o', 'name': 'Animal food'}]"
4217,warm tortilla,"[{'id': 'AG.01.n.11', 'name': 'Bread'}, {'id': 'AG.01.n.12', 'name': 'Pancake/tortilla/oatcake'}]"
5856,warm water,"[{'id': 'AG.01.z', 'name': 'Water'}]"
9191,warm wine mixture,"[{'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
9199,warmed glogg,"[{'id': 'AG.01.y.01.a', 'name': 'Wine'}]"
16,water,"[{'id': 'AG.01.z', 'name': 'Water'}]"
6372,water bath,"[{'id': 'AG.01.z', 'name': 'Water'}]"
610,water chestnuts,"[{'id': 'AG.01.z', 'name': 'Water'}]"
1517,water mixture,"[{'id': 'AG.01.z', 'name': 'Water'}, {'id': 'AG.01.af', 'name': 'Tea manufacture'}]"
1651,watermelon,"[{'id': 'AG.01.z', 'name': 'Water'}]"
8982,watermelon flesh,"[{'id': 'AG.01.z', 'name': 'Water'}, {'id': 'AG.01.d', 'name': 'Animals for food'}, {'id': 'AG.01.h.01', 'name': 'Fruit/a fruit'}]"
8121,watermelon mixture,"[{'id': 'AG.01.z', 'name': 'Water'}]"
10229,wet chops,"[{'id': 'AG.01.o', 'name': 'Animal food'}]"
2892,wheat bran,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
2217,wheat germ,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}]"
5154,whipped cream,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
5760,whipped cream topping,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}, {'id': 'AG.01.n.13', 'name': 'Cake'}]"
7941,whipped egg whites,"[{'id': 'AG.01.g', 'name': 'Eggs'}, {'id': 'AG.01.k', 'name': 'Flour'}]"
825,whipped topping,"[{'id': 'AG.01', 'name': 'Food'}]"
3186,whipping cream,"[{'id': 'AG.01.e', 'name': 'Dairy produce'}, {'id': 'AG.01.n', 'name': 'Dishes and prepared food'}]"
944,whiskey,"[{'id': 'AG.01', 'name': 'Food'}]"
8904,whisky,"[{'id': 'AG.01', 'name': 'Food'}]"
4132,white beans,"[{'id': 'AF.20.f', 'name': 'Pulses/plants producing pulses'}]"
4355,white cheddar cheese,"[{'id': 'AG.01.e.02', 'name': 'Cheese'}, {'id': 'AG.01.n.18', 'name': 'Preserve'}]"
5134,white chocolate,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
5490,white chocolate chips,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
6726,white chocolate frosting,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
7611,white chocolate mixture,"[{'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
4203,white chocolate syrup,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}, {'id': 'AG.01.m', 'name': 'Substances for food preparation'}, {'id': 'AG.01.n.17.a', 'name': 'Sweets'}]"
948,white corn syrup,"[{'id': 'AG.01.i', 'name': 'Corn/cereals/grain'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
9003,white cranberry juice,"[{'id': 'AG.01.ab', 'name': 'Fruit juice/squash'}, {'id': 'AG.01.h.01.b', 'name': 'Berry'}, {'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
5349,white frosting,"[{'id': 'AG.01.l.02', 'name': 'Sweetener (syrup/honey/chocolate)'}]"
